Job_Titles,Company_Names,Salary,Job_Location,Job_Link,Joblist_Date
Oracle Analytics (BI) - Solution Architect,Oracle,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-intelligence-analyst-at-equiniti-3756287316?refId=HZtH1Bk%2BtMVJt4kCJCBD0g%3D%3D&trackingId=McOjTqPHKVSoYFeVHbM%2FKA%3D%3D&position=13&pageNum=37&trk=public_jobs_jserp-result_search-card,None
Business Analyst,CoreInsightsAI,None,India,https://in.linkedin.com/jobs/view/business-analysts-unix-pl-sql-banking-domain-at-dubai-jobs-gulf-jobs-jobs-in-dubai-qatar-kuwait-boyen-haddin-the-giant-hr-consultant-3687648730?refId=HZtH1Bk%2BtMVJt4kCJCBD0g%3D%3D&trackingId=tpEp360X8AOKoBk%2BqOc%2Fkg%3D%3D&position=14&pageNum=37&trk=public_jobs_jserp-result_search-card,None
Business Analytics work from home job/internship at Rydeu Logistics UG,Rydeu Logistics UG,None,India,https://in.linkedin.com/jobs/view/interesting-job-opportunity-transorg-analytics-data-scientist-at-transorg-analytics-3745518550?refId=HZtH1Bk%2BtMVJt4kCJCBD0g%3D%3D&trackingId=aCtlVP9a5IeS4MWDveIgpA%3D%3D&position=15&pageNum=37&trk=public_jobs_jserp-result_search-card,None
BLIS - Insight Analyst,Blis,None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-engineer-at-mondel%C4%93z-international-3752037556?refId=HZtH1Bk%2BtMVJt4kCJCBD0g%3D%3D&trackingId=PwdPA8aWlRGLc%2BJx2EBmMw%3D%3D&position=16&pageNum=37&trk=public_jobs_jserp-result_search-card,None
Associate Manager,PepsiCo,None,"Peerancheru, Telangana, India",https://in.linkedin.com/jobs/view/business-analyst-part-time-at-coreinsightsai-3709741655?refId=HZtH1Bk%2BtMVJt4kCJCBD0g%3D%3D&trackingId=TjaI73yzccgFcO5fnQs8Qw%3D%3D&position=17&pageNum=37&trk=public_jobs_jserp-result_search-card,None
IT Business Analysis work from home job/internship at Idea Usher,Idea Usher,None,India,https://in.linkedin.com/jobs/view/junior-data-scientist-at-healthplix-3700653901?refId=HZtH1Bk%2BtMVJt4kCJCBD0g%3D%3D&trackingId=e3fs2K9LQcljTvc3hAnINw%3D%3D&position=18&pageNum=37&trk=public_jobs_jserp-result_search-card,None
Data Scientist-Mysore,SHIVA HR SERVICES,None,"Mysore, Karnataka, India",https://in.linkedin.com/jobs/view/lead-ml-engineer-at-a-p-moller-maersk-3752431366?refId=HZtH1Bk%2BtMVJt4kCJCBD0g%3D%3D&trackingId=IWuMxrVB%2B%2FocRpnsfuWl7Q%3D%3D&position=19&pageNum=37&trk=public_jobs_jserp-result_search-card,None
Power BI Developer - Data Analytics,Solutionec,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-integration-analyst-at-encora-inc-3741166449?refId=HZtH1Bk%2BtMVJt4kCJCBD0g%3D%3D&trackingId=4lqXAKh7VB%2F676rvAVv7GA%3D%3D&position=20&pageNum=37&trk=public_jobs_jserp-result_search-card,None
Data Scientist-Goa,SHIVA HR SERVICES,None,"Panaji, Goa, India",https://in.linkedin.com/jobs/view/hire-data-scientist-goa-at-shiva-hr-services-3747928600?refId=HZtH1Bk%2BtMVJt4kCJCBD0g%3D%3D&trackingId=F2%2B6EKhfkXhAyie%2FAvmBaQ%3D%3D&position=21&pageNum=37&trk=public_jobs_jserp-result_search-card,None
Senior Business Analyst (Data & Business Intelligence),Caidya,None,Greater Kolkata Area,https://in.linkedin.com/jobs/view/sales-manager-data-analytics-at-graymatter-software-services-pvt-ltd-3741343330?refId=HZtH1Bk%2BtMVJt4kCJCBD0g%3D%3D&trackingId=DIMDrGIIk6QC8uXufyd%2BFA%3D%3D&position=22&pageNum=37&trk=public_jobs_jserp-result_search-card,None
Senior Analyst Data Engineer,PepsiCo,None,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/technology-enablement-sap-bi-bw-sac-analyst-at-kpmg-india-3685557026?refId=HZtH1Bk%2BtMVJt4kCJCBD0g%3D%3D&trackingId=Fc4jF5Os8sJA32blzXquyQ%3D%3D&position=23&pageNum=37&trk=public_jobs_jserp-result_search-card,None
We need Data Analyst,Foursis Technical Solutions,None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/business-analyst-at-talent-socio-3690558202?refId=HZtH1Bk%2BtMVJt4kCJCBD0g%3D%3D&trackingId=OrdOn%2BX4lngefN1hIHkfGw%3D%3D&position=24&pageNum=37&trk=public_jobs_jserp-result_search-card,None
Product Manager,Accelya Group,None,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/senior-business-intelligence-developer-at-marketone-international-3756231721?refId=HZtH1Bk%2BtMVJt4kCJCBD0g%3D%3D&trackingId=AOCRbzCfFNaS9MTYy6uWVw%3D%3D&position=25&pageNum=37&trk=public_jobs_jserp-result_search-card,None
HR People Analytics - Reporting and Insights Manager,Reckitt,None,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/business-analyst-at-payu-3754308068?refId=bu1zIh%2FtDxJwh%2BNPwB8TrQ%3D%3D&trackingId=IH2kVaMMrjEXIwzoIUITJw%3D%3D&position=1&pageNum=38&trk=public_jobs_jserp-result_search-card,None
Data Analyst,Turing,None,"Delhi, Delhi, India",https://in.linkedin.com/jobs/view/category-leader-ugc-business-at-pocket-fm-3752416828?refId=bu1zIh%2FtDxJwh%2BNPwB8TrQ%3D%3D&trackingId=HItG9sBhEhhoiB2vrVykgw%3D%3D&position=2&pageNum=38&trk=public_jobs_jserp-result_search-card,None
Tech Data Analyst,Inspire Brands Hyderabad Support Center,None,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/business-data-analyst-at-talpro-leaders-in-technology-hiring-3691734731?refId=bu1zIh%2FtDxJwh%2BNPwB8TrQ%3D%3D&trackingId=OedPBPzWKVuJ%2BrHZIN%2FJ8A%3D%3D&position=3&pageNum=38&trk=public_jobs_jserp-result_search-card,None
Product Manager,"Dubai Jobs, Gulf Jobs, Jobs in Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant",None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/salesforce-data-analyst-at-fulcrum-digital-inc-3752614993?refId=bu1zIh%2FtDxJwh%2BNPwB8TrQ%3D%3D&trackingId=ZLFsxyFOcqqjLzzx%2B47rzg%3D%3D&position=4&pageNum=38&trk=public_jobs_jserp-result_search-card,None
Manager Analytics,Abbott,None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/manager-data-analytics-cpg045138-at-genpact-3749556896?refId=bu1zIh%2FtDxJwh%2BNPwB8TrQ%3D%3D&trackingId=i26Bhw%2FXv%2F3Ro0WCCL9F%2Fg%3D%3D&position=5&pageNum=38&trk=public_jobs_jserp-result_search-card,None
Data Modeler,"Dubai Jobs, Gulf Jobs, Jobs in Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant",None,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-medtronic-3738379250?refId=bu1zIh%2FtDxJwh%2BNPwB8TrQ%3D%3D&trackingId=oSaOAYCiFdC%2B0KUV5QX%2BOA%3D%3D&position=6&pageNum=38&trk=public_jobs_jserp-result_search-card,None
Data Analyst,ICON plc,None,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/consultant-clinical-operations-analytics-at-eli-lilly-and-company-3742432619?refId=bu1zIh%2FtDxJwh%2BNPwB8TrQ%3D%3D&trackingId=2mZVs5lpYA1SX9HD2GyIwA%3D%3D&position=7&pageNum=38&trk=public_jobs_jserp-result_search-card,None
Google Analytics,Fusion Plus Solutions Inc,None,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/oracle-analytics-cloud-services-oacs-at-ltimindtree-3724312411?refId=bu1zIh%2FtDxJwh%2BNPwB8TrQ%3D%3D&trackingId=WTzGxo9mwkfCCzfJiZzKVA%3D%3D&position=8&pageNum=38&trk=public_jobs_jserp-result_search-card,None
Data Science Manager,ExxonMobil,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/master-data-governance-analyst-at-syngene-international-limited-3750826834?refId=bu1zIh%2FtDxJwh%2BNPwB8TrQ%3D%3D&trackingId=V0Wd7222Cq3LOlIwIUKewA%3D%3D&position=9&pageNum=38&trk=public_jobs_jserp-result_search-card,None
Marketing Analytics,Niyo Solutions Inc.,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-%E2%80%93-big-data-gcp-at-deutsche-bank-3756383419?refId=bu1zIh%2FtDxJwh%2BNPwB8TrQ%3D%3D&trackingId=xVAnD0lLMgTlhMDPHEuTFw%3D%3D&position=10&pageNum=38&trk=public_jobs_jserp-result_search-card,None
Senior Data Analyst,DarioHealth,None,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/vice-president-risk-analytics-risk-management-at-morgan-stanley-3748419705?refId=bu1zIh%2FtDxJwh%2BNPwB8TrQ%3D%3D&trackingId=MMwgh7hbnHqSpYIGrcCJwQ%3D%3D&position=11&pageNum=38&trk=public_jobs_jserp-result_search-card,None
"Country Head, India & APAC",Facility Performance Consulting,None,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/consultant-sr-consultant-data-engineer-databricks-at-fresh-gravity-3746571532?refId=bu1zIh%2FtDxJwh%2BNPwB8TrQ%3D%3D&trackingId=2x92AWckNKTHoYH%2FFfmlzw%3D%3D&position=12&pageNum=38&trk=public_jobs_jserp-result_search-card,None
Senior Data Analyst,DarioHealth,None,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/ind-senior-analyst-at-lowe-s-companies-inc-3756334417?refId=bu1zIh%2FtDxJwh%2BNPwB8TrQ%3D%3D&trackingId=F4H1jf1p2h8ZDw2Jic%2FBmA%3D%3D&position=13&pageNum=38&trk=public_jobs_jserp-result_search-card,None
"Country Head, India & APAC",Facility Performance Consulting,None,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/interesting-job-opportunity-voziq-senior-data-analyst-at-voziq-ai-3714655138?refId=bu1zIh%2FtDxJwh%2BNPwB8TrQ%3D%3D&trackingId=gBIIIFDXyCDiLXV67Keahg%3D%3D&position=14&pageNum=38&trk=public_jobs_jserp-result_search-card,None
Data Science/Analytics Instructor (Part Time),Newton School,None,India,https://in.linkedin.com/jobs/view/data-visualization-at-stefanini-group-3729163079?refId=bu1zIh%2FtDxJwh%2BNPwB8TrQ%3D%3D&trackingId=YzrfpYZy%2BAtarb%2B6isEJWQ%3D%3D&position=15&pageNum=38&trk=public_jobs_jserp-result_search-card,None
Sr Data Scientist,"Lowe's Companies, Inc.",None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-intuitive-apps-inc-3745252040?refId=bu1zIh%2FtDxJwh%2BNPwB8TrQ%3D%3D&trackingId=%2B9498Wt5IHvERvkJTjPyYQ%3D%3D&position=16&pageNum=38&trk=public_jobs_jserp-result_search-card,None
Data Engineer - II,Ring,None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-scientist-noida-at-shiva-hr-services-3747927598?refId=bu1zIh%2FtDxJwh%2BNPwB8TrQ%3D%3D&trackingId=fnIX0IlYIqfpNMKvzuhyrA%3D%3D&position=17&pageNum=38&trk=public_jobs_jserp-result_search-card,None
DATA RESEARCH ANALYST/WEB RESEARCH ANALYST,Zigsaw,None,"Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/data-science-at-changeleaders-in-3717929922?refId=bu1zIh%2FtDxJwh%2BNPwB8TrQ%3D%3D&trackingId=HeDrSLkqqhLOoJM2qdStkw%3D%3D&position=18&pageNum=38&trk=public_jobs_jserp-result_search-card,None
SMTS Frontend (Viz & Dashboarding),ThoughtSpot,None,"Bengaluru North, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-varite-inc-3726567054?refId=bu1zIh%2FtDxJwh%2BNPwB8TrQ%3D%3D&trackingId=b7ZbW%2F%2FWTmZzYo1NDF3QHA%3D%3D&position=19&pageNum=38&trk=public_jobs_jserp-result_search-card,None
Urgently need_ Data Scientist_Pune,Deuglo Infosystem Private Limited,None,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/business-analyst-operations-data-insights-at-meritto-formerly-nopaperforms-3718102108?refId=bu1zIh%2FtDxJwh%2BNPwB8TrQ%3D%3D&trackingId=KkqgWkJiZxGmOOwOF0OJSg%3D%3D&position=20&pageNum=38&trk=public_jobs_jserp-result_search-card,None
Accounting Analytics,Rayah Impex,None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/straive-forecasting-analyst-at-straive-3730172864?refId=bu1zIh%2FtDxJwh%2BNPwB8TrQ%3D%3D&trackingId=c7YJWhCgdQXkNtrCxVoNrQ%3D%3D&position=21&pageNum=38&trk=public_jobs_jserp-result_search-card,None
Traya Health - Business Analyst,Traya,None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/dy-internal-audit-data-analytics-at-zodiac-hr-consultants-india-pvt-ltd-3706759392?refId=bu1zIh%2FtDxJwh%2BNPwB8TrQ%3D%3D&trackingId=jJQfGV8flyZGE6Yr5fbl4Q%3D%3D&position=22&pageNum=38&trk=public_jobs_jserp-result_search-card,None
Data Analyst Vacancy,Divya Interprises,None,"Shillong, Meghalaya, India",https://in.linkedin.com/jobs/view/management-faculty-analytics-at-international-school-of-management-excellence-3746374978?refId=bu1zIh%2FtDxJwh%2BNPwB8TrQ%3D%3D&trackingId=sCN5BRa27FdvVD8fFNnYzw%3D%3D&position=23&pageNum=38&trk=public_jobs_jserp-result_search-card,None
Business Analyst - Product Engineering,MTX Group,None,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/hr-analytics-at-acme-services-3667475968?refId=bu1zIh%2FtDxJwh%2BNPwB8TrQ%3D%3D&trackingId=yhJXd0U%2FObENSBUVqVpdtw%3D%3D&position=24&pageNum=38&trk=public_jobs_jserp-result_search-card,None
Data Intelligence Analyst,Equiniti,None,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/data-scientist-at-mavic-ai-3756949876?refId=bu1zIh%2FtDxJwh%2BNPwB8TrQ%3D%3D&trackingId=Tc%2BLz1nykN4Y6kyzBhqE7w%3D%3D&position=25&pageNum=38&trk=public_jobs_jserp-result_search-card,None
Business Analysts - Unix/pl-sql - Banking Domain,"Dubai Jobs, Gulf Jobs, Jobs in Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant",None,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/data-scientist-at-mavic-ai-3756949876?refId=VghM%2FotDL4%2BZ6ddDd5JBdg%3D%3D&trackingId=fnpEMxSKV89kIg5CjE5ebQ%3D%3D&position=1&pageNum=39&trk=public_jobs_jserp-result_search-card,None
Interesting Job Opportunity: TransOrg Analytics - Data Scientist,TransOrg Analytics,None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/ml-engineer-at-dubai-jobs-gulf-jobs-jobs-in-dubai-qatar-kuwait-boyen-haddin-the-giant-hr-consultant-3732896061?refId=VghM%2FotDL4%2BZ6ddDd5JBdg%3D%3D&trackingId=1PrSf5MYQgso27VznqVG2Q%3D%3D&position=2&pageNum=39&trk=public_jobs_jserp-result_search-card,None
Data Engineer,Mondelēz International,None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/lead-analytics-consultant-at-wells-fargo-3756325524?refId=VghM%2FotDL4%2BZ6ddDd5JBdg%3D%3D&trackingId=hTuAu1SE%2F9BaK%2FaznB1Z8w%3D%3D&position=3&pageNum=39&trk=public_jobs_jserp-result_search-card,None
Business Analyst (part-time),CoreInsightsAI,None,India,https://in.linkedin.com/jobs/view/analyst-consultant-sr-consultant-informatica-mdm-at-fresh-gravity-3744798422?refId=VghM%2FotDL4%2BZ6ddDd5JBdg%3D%3D&trackingId=T38ULRuNQ5YbzdMBaYTJRg%3D%3D&position=4&pageNum=39&trk=public_jobs_jserp-result_search-card,None
Junior Data Scientist,HealthPlix,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/manager-digital-solutions-at-epsilon-india-3708097230?refId=VghM%2FotDL4%2BZ6ddDd5JBdg%3D%3D&trackingId=bhHipqia%2FFDi3MR3wtWEDg%3D%3D&position=5&pageNum=39&trk=public_jobs_jserp-result_search-card,None
Lead ML Engineer,A.P. Moller - Maersk,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/associate-consultant-business-intelligence-at-trinity-life-sciences-3755978022?refId=VghM%2FotDL4%2BZ6ddDd5JBdg%3D%3D&trackingId=%2BMc8qxNVWOQJrWvM3WfTsg%3D%3D&position=6&pageNum=39&trk=public_jobs_jserp-result_search-card,None
Data Integration Analyst,Encora Inc.,None,"Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/project-coordinator-data-analyst-at-futures-and-careers-3712818686?refId=VghM%2FotDL4%2BZ6ddDd5JBdg%3D%3D&trackingId=s5xkCS8k5W2n0guof5rVpA%3D%3D&position=7&pageNum=39&trk=public_jobs_jserp-result_search-card,None
HIRE Data Scientist-Goa,SHIVA HR SERVICES,None,"Panaji, Goa, India",https://in.linkedin.com/jobs/view/senior-data-analyst-at-ibm-3746807432?refId=VghM%2FotDL4%2BZ6ddDd5JBdg%3D%3D&trackingId=O%2Fm%2Fhn6Nx%2BvZR5zYR7yQRA%3D%3D&position=8&pageNum=39&trk=public_jobs_jserp-result_search-card,None
Sales Manager (Data Analytics),GrayMatter Software Services Pvt Ltd,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-manager-data-science-at-visa-3748077263?refId=VghM%2FotDL4%2BZ6ddDd5JBdg%3D%3D&trackingId=qOvB3RLdSaI1YlNSZNYgpg%3D%3D&position=9&pageNum=39&trk=public_jobs_jserp-result_search-card,None
Technology Enablement SAP-BI/BW-SAC Analyst,KPMG India,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/artificial-intelligence-machine-learning-work-from-home-job-internship-at-renub-research-at-renub-research-3742992886?refId=VghM%2FotDL4%2BZ6ddDd5JBdg%3D%3D&trackingId=hOW3JRvoPAfpe0IETI0QGg%3D%3D&position=10&pageNum=39&trk=public_jobs_jserp-result_search-card,None
Business Analyst,Talent Socio,None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-stage-at-tata-consultancy-services-3754594426?refId=VghM%2FotDL4%2BZ6ddDd5JBdg%3D%3D&trackingId=kTezIa20Ork0NUGZT5Uctw%3D%3D&position=11&pageNum=39&trk=public_jobs_jserp-result_search-card,None
Senior Business Intelligence Developer,MarketOne International,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/manager-data-operation-support-at-workday-3734608260?refId=VghM%2FotDL4%2BZ6ddDd5JBdg%3D%3D&trackingId=ralFQ3fSJ3BdprmxL8ynfg%3D%3D&position=12&pageNum=39&trk=public_jobs_jserp-result_search-card,None
Business Analyst,PayU,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analytics-and-business-operation-python-powerbi-sql-at-michael-page-3689227465?refId=VghM%2FotDL4%2BZ6ddDd5JBdg%3D%3D&trackingId=LmeVgVyi%2BRp2bal1Vg%2B8VA%3D%3D&position=13&pageNum=39&trk=public_jobs_jserp-result_search-card,None
Category Leader - UGC Business,Pocket FM,None,India,https://in.linkedin.com/jobs/view/interesting-job-opportunity-sigmoid-analytics-principal-data-scientist-at-sigmoid-3739095221?refId=VghM%2FotDL4%2BZ6ddDd5JBdg%3D%3D&trackingId=QotRplFizwOO6QmOOdX1hw%3D%3D&position=14&pageNum=39&trk=public_jobs_jserp-result_search-card,None
Business Data Analyst,Talpro - Leaders in Technology Hiring,None,"Bengaluru North, Karnataka, India",https://in.linkedin.com/jobs/view/data-science-engineer-1-at-dubai-jobs-gulf-jobs-jobs-in-dubai-qatar-kuwait-boyen-haddin-the-giant-hr-consultant-3702044919?refId=VghM%2FotDL4%2BZ6ddDd5JBdg%3D%3D&trackingId=mG2twai0J5Sh6l%2BxsLTovQ%3D%3D&position=15&pageNum=39&trk=public_jobs_jserp-result_search-card,None
Salesforce Data Analyst,Fulcrum Digital Inc,None,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-at-t-systems-ict-india-pvt-ltd-3750819223?refId=VghM%2FotDL4%2BZ6ddDd5JBdg%3D%3D&trackingId=X05aY5yGXjMeJxjzego89Q%3D%3D&position=16&pageNum=39&trk=public_jobs_jserp-result_search-card,None
Manager - Data Analytics-CPG045138,Genpact,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/lead-data-analyst-at-target-3749294579?refId=VghM%2FotDL4%2BZ6ddDd5JBdg%3D%3D&trackingId=K09XsQH7VRgPPgHUe3vIUQ%3D%3D&position=17&pageNum=39&trk=public_jobs_jserp-result_search-card,None
Data Analyst,Medtronic,None,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/ai-enginee-at-dubai-jobs-gulf-jobs-jobs-in-dubai-qatar-kuwait-boyen-haddin-the-giant-hr-consultant-3732891994?refId=VghM%2FotDL4%2BZ6ddDd5JBdg%3D%3D&trackingId=Mcfrbyz7juzPQcVNYHaAwg%3D%3D&position=18&pageNum=39&trk=public_jobs_jserp-result_search-card,None
Consultant - Clinical Operations Analytics,Eli Lilly and Company,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/sr-analyst-data-analytics-at-salesforce-3756319834?refId=VghM%2FotDL4%2BZ6ddDd5JBdg%3D%3D&trackingId=t%2Bo%2F3lZCwMfDmsiAmCsuZQ%3D%3D&position=19&pageNum=39&trk=public_jobs_jserp-result_search-card,None
Oracle Analytics Cloud Services (OACS),LTIMindtree,None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/interesting-job-opportunity-axis-my-india-manager-data-analytics-at-axis-my-india-3699009579?refId=VghM%2FotDL4%2BZ6ddDd5JBdg%3D%3D&trackingId=Kxp3iu3Xb0WwBPF7LpG7Ww%3D%3D&position=20&pageNum=39&trk=public_jobs_jserp-result_search-card,None
Master Data Governance Analyst,Syngene International Limited,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/lead-business-intelligence-developer-at-epsilon-india-3727646510?refId=VghM%2FotDL4%2BZ6ddDd5JBdg%3D%3D&trackingId=so19cJOawAmWsbSsPO2cpg%3D%3D&position=21&pageNum=39&trk=public_jobs_jserp-result_search-card,None
Data Engineer – Big Data/GCP,Deutsche Bank,None,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analytics-trainer-at-edubridge-learning-pvt-ltd-3627621299?refId=VghM%2FotDL4%2BZ6ddDd5JBdg%3D%3D&trackingId=QYFA09NkDjKNALIKJUQXJg%3D%3D&position=22&pageNum=39&trk=public_jobs_jserp-result_search-card,None
Vice President - Risk Analytics (Risk Management),Morgan Stanley,None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/%2311477-people-success-at-qualitest-3743273482?refId=VghM%2FotDL4%2BZ6ddDd5JBdg%3D%3D&trackingId=xDW2fEMlK49lsGrS%2BqVpbQ%3D%3D&position=23&pageNum=39&trk=public_jobs_jserp-result_search-card,None
Consultant / Sr Consultant - Data Engineer (Databricks),Fresh Gravity,None,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/manager-business-intelligence-analytics-at-morningstar-3754409334?refId=VghM%2FotDL4%2BZ6ddDd5JBdg%3D%3D&trackingId=wSL5t8ZbGL2OR55%2FGrfPOA%3D%3D&position=24&pageNum=39&trk=public_jobs_jserp-result_search-card,None
IND-Senior Analyst,"Lowe's Companies, Inc.",None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-science-manager-at-medtronic-labs-3754889724?refId=VghM%2FotDL4%2BZ6ddDd5JBdg%3D%3D&trackingId=SKDgHC0rv%2B%2FJZYbcF81U2g%3D%3D&position=25&pageNum=39&trk=public_jobs_jserp-result_search-card,None
Interesting Job Opportunity: VOZIQ - Senior Data Analyst,VOZIQ AI,None,"Hyderabad, Telangana, India",None,None
Data visualization,Stefanini Group,None,"Gurugram, Haryana, India",None,None
Data Analyst,Intuitive Apps Inc.,None,"Gurgaon, Haryana, India",None,None
